country_name,countryiso3code,date,gdp_growth,inflation,external_debt,reserves,gdp_per_capita,gdp_growthz,inflationz,external_debtz,reservesz,gdp_per_capitaz,risk_score,risk_category
Guinea-Bissau,GNB,2017,4.66367943913264,1.69111461822298,50.4340592867511,,783.123186602022,-0.29836586656864383,-0.6274617439978427,0.1784808558323628,,-0.5435635912316942,0.39294856963485814,Medium Risk
Liberia,LBR,2017,2.45515592012239,12.4196323907138,36.2106821833637,585997776.606726,699.269095727404,-1.231811415608071,1.0366856423857302,-0.34297140172239216,-0.44468747553656474,-0.6387629923525754,2.5642886486239846,High Risk
Mali,MLI,2017,5.37554769647939,1.75985742927165,24.2588970103253,,924.057531692284,0.002509469647186424,-0.6167987454583208,-0.7811433854214012,,-0.3835610784143053,-1.0168905221126032,Low Risk
Niger,NER,2017,5.53198531271451,2.79637318871284,26.1671298879706,,529.929418934868,0.06862875491631164,-0.4560202457067219,-0.7111844484716546,,-0.8310140280326097,-0.40481942106207836,Medium Risk
Nigeria,NGA,2017,0.805886619091581,16.5022662139641,17.7307590012602,40499220796.3652,1876.34027111773,-1.9288848562859882,1.6699608580864524,-1.0204755972942965,2.237852790477591,0.6975638320758492,1.8808062850022949,High Risk
Senegal,SEN,2017,7.40748618589598,1.31815314847789,69.7334917042792,,1354.77007193387,0.8613203098042438,-0.68531343127281,0.8860295997413393,,0.10542610704767338,-0.766030248383388,Medium Risk
Sierra Leone,SLE,2017,3.20786087715987,18.2215094003386,31.7565767199893,549121050.851389,779.186007841728,-0.9136762063432754,1.936640199616652,-0.5062661897590817,-0.447165934910003,-0.5480334633175566,2.8920836795184024,High Risk
Togo,TGO,2017,4.00791259566937,-0.981889868943119,25.5707759681039,,872.076408845752,-0.5755296078507592,-1.0420831787047806,-0.7330477581171578,,-0.4425751552824227,-0.7570261736887565,Medium Risk
Benin,BEN,2016,3.33967342629693,-0.793310145785624,35.5161661575197,,1010.5338961993,-0.34117139986148926,-0.8809918045073211,-0.23359246173395423,,-0.24416903650205604,-0.52924382987773,Medium Risk
Burkina Faso,BFA,2016,5.95797670754024,0.441041448058809,83.6087932611822,,663.742364842886,0.4784022870682116,-0.6835507488576578,1.6183381727005712,,-0.6601430202158184,1.1165281569905203,High Risk
Cote d'Ivoire,CIV,2016,7.17275963956332,0.723178457513308,24.2006866364198,,1862.59597081287,0.8586501115084199,-0.638421444320497,-0.669324182591548,,0.7778733823600976,-2.9442691207805627,Low Risk
Cabo Verde,CPV,2016,4.28071482662371,-1.40781637091706,102.626920378854,572736752.547996,3608.96605234906,-0.046609354454329496,-0.9792853202270662,2.350680203899449,-0.4521482227067621,2.872631916438993,-1.4546276783122805,Low Risk
Ghana,GHA,2016,3.37346574966936,17.4546347070868,64.6271141908687,5866729596.16504,1912.47991339951,-0.33059382496607387,2.0378633362444525,0.8873996675624068,0.0640163581372677,0.8377088179024581,2.4181480108704756,High Risk
Guinea,GIN,2016,10.82062719659,8.17268112275132,26.1046688793802,840496671.437212,711.996509782316,2.0004950171619504,0.5531658454148325,-0.5960064360779832,-0.4260416165244509,-0.602262515398858,-1.4410730924262434,Low Risk
