country_name,countryiso3code,date,gdp_growth,inflation,external_debt,reserves,gdp_per_capita,gdp_growthz,inflationz,external_debtz,reservesz,gdp_per_capitaz,risk_score,risk_category
"Gambia, The",GMB,2016,1.94335965478776,7.22879272057922,42.7715420042373,87635582.4178872,650.056501323611,-0.7782414803309575,0.40218591111596647,0.045794496393966364,-0.4994456123224381,-0.676559116498241,1.9027810043391313,High Risk
Guinea-Bissau,GNB,2016,5.4326782650304,1.50312055861088,47.1676533769771,,679.665386626818,0.31397489458456296,-0.5136655866262516,0.2150781020912491,,-0.6410434684524974,0.02848108933293192,Medium Risk
Liberia,LBR,2016,-1.5549586174878,8.83424868336488,30.4733641631046,586024559.973529,714.613063145659,-1.8732749033120246,0.6589870702607383,-0.4277785575925779,-0.45085266078351427,-0.5991239781863364,2.7036073941665215,High Risk
Mali,MLI,2016,6.00506308559498,-1.79964707083386,23.5063008450627,,872.468587171653,0.493141128341085,-1.0419607098108135,-0.6960632982642774,,-0.40977739603802427,-1.8213877403781518,Low Risk
Niger,NER,2016,4.28137558478143,1.65388922387806,23.3974451516055,,499.910520068193,-0.046402525855300775,-0.48954934245587767,-0.700255067472715,,-0.8566581567404846,-0.2867437273328072,Medium Risk
Nigeria,NGA,2016,-1.61686894903467,15.6968126387972,10.978230289557,28020197619.3379,2070.4127339595,-1.8926538954434535,1.7566904139278683,-1.1784889640963543,2.22398065620193,1.027148116695401,1.443707228579566,High Risk
Senegal,SEN,2016,6.35606857208136,0.837284942557434,61.7783390785996,,1266.43957151587,0.6030118460509113,-0.6201695094779969,0.7777002350557551,,0.06278800711441708,-0.5082691275875701,Medium Risk
Sierra Leone,SLE,2016,6.43743652764257,10.8860609413903,27.1271641031085,497242646.676568,844.416411175476,0.6284814071269552,0.9871852758933182,-0.5566326205385693,-0.4595089020020322,-0.44342578230434443,0.24549703053213806,Medium Risk
Togo,TGO,2016,4.21490387414525,1.28544847051417,19.8502415715083,,843.114204338675,-0.06720930761846956,-0.5484833865736931,-0.8368492893354161,,-0.4449877701747077,-0.873135598115932,Low Risk
Benin,BEN,2015,1.77815106030278,0.218785923536245,31.8337413318005,,1002.41886879614,-0.5304577961217637,-0.8067208883987093,-0.3576780645758198,,-0.2518403494770394,-0.3821008073757259,Medium Risk
Burkina Faso,BFA,2015,3.9212287937935,0.724838981070517,111.588257916983,,630.124750752312,0.17903497349704717,-0.7099839675314175,2.1825365584254603,,-0.6969878550214988,1.9905054724184947,High Risk
Cote d'Ivoire,CIV,2015,7.19494942728191,1.25149954781468,25.4109025665834,,1814.71855088017,1.2628412596221312,-0.6093077225991302,-0.5622481585485941,,0.7194164061607037,-3.153813546930559,Low Risk
Cabo Verde,CPV,2015,0.936026507808833,0.131187999024545,108.898740758427,494495560.716106,3415.06266730931,-0.8092536940847057,-0.8234660762114585,2.0968743149877507,-0.4525253932912343,2.63292821554502,-0.5502662826840221,Medium Risk
Ghana,GHA,2015,2.12075933817334,17.1499695007878,65.2895144150849,5742645886.29529,1722.77282833606,-0.4170330275461597,2.429838088011096,0.7079022642724262,0.04089614995475138,0.6094780347165029,2.9452953451131787,High Risk
Guinea,GIN,2015,3.82591056949435,11.7800825029834,23.5641048658712,654264223.613139,747.356966759448,0.14747867952958715,1.4033324166414027,-0.6210694357117968,-0.4375042343460012,-0.5568147338364837,1.1915990352365027,High Risk
"Gambia, The",GMB,2015,4.0580738039996,6.8084549457961,43.5650984373062,111040203.229818,619.536364296461,0.22433923091261723,0.452957877013798,0.015970552994662535,-0.48857716820603625,-0.7096482586919322,0.9542374577877755,Medium Risk
Guinea-Bissau,GNB,2015,6.1340893623123,1.47672048910485,48.9945036240335,,645.066837207039,0.911630226111321,-0.5662545682887866,0.1888993730796439,,-0.6791217857215043,-0.6098636355989594,Medium Risk
Liberia,LBR,2015,-0.0185649695590939,7.74869687621322,28.4136467346258,560742588.406987,692.590082351257,-1.1252831784791484,0.6326941870008407,-0.4666095041954405,-0.4462969683013143,-0.6222988250406266,1.913666686325175,High Risk
Mali,MLI,2015,6.23887890181064,1.45069057605961,24.5106089686809,,838.11986940103,0.9463221177977031,-0.5712304371249696,-0.590922885201144,,-0.4482906456258866,-1.6601847944979302,Low Risk
Niger,NER,2015,4.39264883207291,-0.576090369833189,21.9307650945134,,485.662574175279,0.3351044913618374,-0.9586691553761449,-0.6730919887806408,,-0.8697195057031757,-1.0971461298154475,Medium Risk
Nigeria,NGA,2015,2.65269329541779,9.00943498007706,9.37394526748953,29011450144.31,2585.73360671797,-0.2409296176316107,0.8736964304851542,-1.0730319383749758,2.22858678269426,1.641309641129874,-1.5997155313880849,Low Risk
Senegal,SEN,2015,6.36704365066983,0.135211933635165,60.4794401983364,,1218.00613555438,0.9887526657963017,-0.8226968623153912,0.5546993939364777,,0.005934698189119921,-1.2626848323643352,Low Risk
Sierra Leone,SLE,2015,-4.36333262093788,6.68943562498681,23.3391838239619,579013520.60832,964.575980888989,-2.5636730166797137,0.4302061863612277,-0.6282332647228905,-0.444579168504425,-0.29708862587469054,2.662734564192742,High Risk
Togo,TGO,2015,5.4680413807304,2.58500390801595,18.7626675363985,,813.894676975085,0.691126685914557,-0.35439550766751193,-0.7739972175851155,,-0.47725641074838165,-1.3422630004188028,Low Risk
